t,phase,master_x,master_y,master_z,master_qx,master_qy,master_qz,master_qw,pointing_x,pointing_y,pointing_z,clutch,ee_x,ee_y,ee_z,ee_qx,ee_qy,ee_qz,ee_qw,cmd_x,cmd_y,cmd_z,gripper_rad,autonomy_state,intent_top,intent_top_p,intent_margin,intent_ambiguous,intent_dist,intent_ids,grasp_offered,channels_live,ik_success,ik_fail,ik_rejected,clearance_m,payload_kg,estop
0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.1096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.1299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.1502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.1704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.1907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.3178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.3387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.3852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.4055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.4257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.4459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.4662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.4865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.5067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.5474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.5676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.5888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.6092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.6294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.6497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.6902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.6281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.6484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.6687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.7093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.7295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.7498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.7903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.9005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.9207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.9613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.9816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.1032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.1235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.1437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.1843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.2045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
