participant,session,experiment,block,trial_index,condition,scenario,target_id,arm,completion_time_s,grasp_success,positioning_error_m,failed_attempts,path_length_m,straight_line_m,path_ratio,time_to_handover_s,intervention_count,correction_time_s,fitts_distance_m,fitts_width_m,fitts_id_bits,fitts_movement_time_s,assist_entered,assist_cancelled,assist_duration_s,intent_correct_at_handover,intent_switches,coupling,sep_err_rms_mm,sep_err_max_mm,height_diff_rms_mm,height_diff_max_mm,tilt_rms_deg,tilt_max_deg,path_efficiency,time_above_threshold_s,min_sag_mm,rms_error_mm_left,max_error_mm_left,phase_lag_s_left,frac_on_target_left,rms_error_mm_right,speed_left,speed_right,unimanual,blocks_placed,blocks_missed,blocks_dropped,blocks_attempted,picks,success_rate,carrying_at_end,hold_disturbance_max_mm,hold_disturbance_rms_mm,hold_disturbed,time_to_first_place_s,mean_cycle_time_s,scene_faults,duration_s,samples,kind,dyad_id,role_order,wearer_id,operator_id,mounting,prior_acquaintance,wearer_stance,coordination_latency_s,anticipation_s,initiator,comm_events,comm_requests,comm_warnings,wearer_motion_rms_mm,wearer_motion_hz,sway_amplitude_mm,metronome_bpm,awareness_accuracy,awareness_confidence,wearer_borg,operator_borg,wearer_stop_events,flinch_events,valid,invalid_reason,dropout_fraction,estop_events,nasa_tlx_mental,nasa_tlx_physical,nasa_tlx_temporal,nasa_tlx_performance,nasa_tlx_effort,nasa_tlx_frustration,nasa_tlx_raw,trust_scale,fatigue_borg,wall_clock
PILOT,20260811_224609,msc_m0,0,3,02_vr_teleop,D3_three_targets,M0,both,2.9,1,,,0.6881,0.667,0.9692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,58,single-arm pointing,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2026-08-11T22:46:39
PILOT,20260811_224609,msc_m1,0,8,02_vr_teleop,S1_left_arm,M1,both,7.0,1,,,1.2675,0.1882,0.1485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,140,single-arm pick and place,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2026-08-11T22:47:23
PILOT,20260811_224609,msc_m1s2,0,12,02_vr_teleop,S2_both_arms_random,M1S2,both,3.7,1,,,0.6684,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,74,simultaneity,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2026-08-11T22:48:11
