t,phase,master_x,master_y,master_z,master_qx,master_qy,master_qz,master_qw,pointing_x,pointing_y,pointing_z,clutch,ee_x,ee_y,ee_z,ee_qx,ee_qy,ee_qz,ee_qw,cmd_x,cmd_y,cmd_z,gripper_rad,autonomy_state,intent_top,intent_top_p,intent_margin,intent_ambiguous,intent_dist,intent_ids,grasp_offered,channels_live,ik_success,ik_fail,ik_rejected,clearance_m,payload_kg,estop,joints_left,joints_right,ee_r_x,ee_r_y,ee_r_z,ee_r_qx,ee_r_qy,ee_r_qz,ee_r_qw,cmd_r_x,cmd_r_y,cmd_r_z,gripper_rad_right,clearance_left_m,clearance_right_m,clearance_source,ik_success_right,ik_fail_right,ik_rejected_right,vr_ctrl_left,vr_ctrl_right,autonomy_cmd,autonomy_blend,voice_utterance,voice_parse,master_joints,objects
0.0013,reach,,,,,,,,,,,,0.25000001726364185,0.3499999801818812,1.3200000018443618,-0.08960371418350181,0.48602019835280913,0.8693361262095411,0.003200135091854029,0.25,0.35,1.32,0.0,ASSIST,,,,,,,,,15190.0,0.0,5.0,0.13710807871234693,,0,"[-2.30033, -1.92883, -1.14095, -1.242, -1.75652, -0.43861, 0.1222]","[-0.64857, 1.95529, 1.25421, 1.31693, -0.68936, -0.32849, 2.30357]",-0.24999995321421944,0.3499999701957575,1.3199999480022597,0.13349930544904512,0.5422969953286623,0.8287953090540742,0.034499854957506904,-0.25,0.35,1.32,0.0,0.13710807871234693,0.14527035721104778,sim,12486.0,0.0,2.0,,,"[0.25, 0.35, 1.32]",,hey doc oc grab the blue cube,,,
0.0579,reach,,,,,,,,,,,,0.2499983578329822,0.34999956266165183,1.32000243279935,-0.08960389260663354,0.48601863153298763,0.8693369900458092,0.00319843252760285,0.25,0.35,1.32,0.0,ASSIST,,,,,,,,,15191.0,0.0,5.0,0.13710855028392346,,0,"[-2.29883, -1.93228, -1.14692, -1.24207, -1.75331, -0.43378, 0.12484]","[-0.64845, 1.95488, 1.25355, 1.31693, -0.6901, -0.32884, 2.30498]",-0.24999993072444363,0.3499999743816676,1.3199999580974828,0.1334993391082134,0.5422970309590134,0.8287952799500866,0.03449986381374034,-0.25,0.35,1.32,0.0,0.13710855028392346,0.14527061991455892,sim,12487.0,0.0,2.0,,,"[0.25, 0.35, 1.32]",,hey doc oc grab the blue cube,,,
0.1089,reach,,,,,,,,,,,,0.24999935654391234,0.34999981371743966,1.320000997086206,-0.0896037789236452,0.4860195545925671,0.8693364819491036,0.003199454422411371,0.25,0.35,1.32,0.0,ASSIST,,,,,,,,,15192.0,0.0,5.0,0.13710778989706843,,0,"[-2.29731, -1.93582, -1.15307, -1.24213, -1.75, -0.42881, 0.12755]","[-0.64834, 1.95453, 1.25301, 1.31692, -0.69072, -0.32912, 2.30616]",-0.2499999395461247,0.34999997276386147,1.319999954002005,0.13349932600250525,0.5422970171335545,0.8287952912539047,0.03449986029364798,-0.25,0.35,1.32,0.0,0.13710778989706843,0.1452707131655417,sim,12488.0,0.0,2.0,,,"[0.25, 0.35, 1.32]",,hey doc oc grab the blue cube,,,
0.1683,reach,,,,,,,,,,,,0.24999935654391234,0.34999981371743966,1.320000997086206,-0.0896037789236452,0.4860195545925671,0.8693364819491036,0.003199454422411371,0.25,0.35,1.32,0.0,ASSIST,,,,,,,,,15193.0,0.0,5.0,0.13710892144524192,,0,"[-2.29616, -1.93858, -1.15783, -1.24218, -1.74743, -0.42496, 0.12964]","[-0.64823, 1.95417, 1.25243, 1.31692, -0.69137, -0.32943, 2.30739]",-0.2499999395461247,0.34999997276386147,1.319999954002005,0.13349932600250525,0.5422970171335545,0.8287952912539047,0.03449986029364798,-0.25,0.35,1.32,0.0,0.13710892144524192,0.14527099030109547,sim,12489.0,0.0,2.0,,,"[0.25, 0.35, 1.32]",,hey doc oc grab the blue cube,,,
0.2274,reach,,,,,,,,,,,,0.25000001733554245,0.3499999800919587,1.3200000018520202,-0.08960371400674104,0.48602019812973885,0.869336126351491,0.003200135358373765,0.25,0.35,1.32,0.0,ASSIST,,,,,,,,,15194.0,0.0,5.0,0.13710973361350415,,0,"[-2.29481, -1.94182, -1.16343, -1.24224, -1.74441, -0.42043, 0.13209]","[-0.6481, 1.95372, 1.25173, 1.31691, -0.69217, -0.3298, 2.30891]",-0.24999995322653587,0.34999997026866364,1.3199999477193742,0.1334993057264135,0.5422969957158125,0.828795308759152,0.034499854883630325,-0.25,0.35,1.32,0.0,0.13710973361350415,0.14527099030109547,sim,12490.0,0.0,2.0,,,"[0.25, 0.35, 1.32]",,hey doc oc grab the blue cube,,,
0.2783,reach,,,,,,,,,,,,0.25000001735340094,0.3499999800732279,1.3200000018559763,-0.08960371395971857,0.4860201980737092,0.8693361263874131,0.003200135426061376,0.25,0.35,1.348,0.0,ASSIST,,,,,,,,,15195.0,0.0,5.0,0.13710973361350415,,0,"[-2.29371, -1.9445, -1.16804, -1.24228, -1.74192, -0.41669, 0.13409]","[-0.64797, 1.9533, 1.25106, 1.31691, -0.69292, -0.33015, 2.31033]",-0.24999994049275795,0.34999997261214894,1.3199999533816662,0.13349932470896622,0.5422970158046495,0.8287952923497451,0.03449985986235476,-0.25,0.35,1.348,0.0,0.13710973361350415,0.14527124208151249,sim,12491.0,0.0,2.0,,,"[0.25, 0.35, 1.348]",,hey doc oc grab the blue cube,,,
0.338,reach,,,,,,,,,,,,0.25005855868629384,0.3500715539633668,1.322703015009385,-0.08945563634629242,0.48604222642606415,0.8693386927650707,0.003298563049625365,0.25,0.35,1.3760000000000001,0.0,ASSIST,,,,,,,,,15196.0,0.0,5.0,0.13711001664719885,,0,"[-2.30096, -1.94449, -1.17312, -1.24605, -1.76715, -0.41604, 0.15984]","[-0.63375, 1.94398, 1.2433, 1.32068, -0.67489, -0.34629, 2.30806]",-0.2500253689983444,0.3500536767478804,1.322426236448278,0.13344127973520936,0.542243762002947,0.828839060822775,0.03450997951232748,-0.25,0.35,1.3760000000000001,0.0,0.13711001664719885,0.14527145824808738,sim,12492.0,0.0,2.0,,,"[0.25, 0.35, 1.3760000000000001]",,hey doc oc grab the blue cube,,,
0.3891,reach,,,,,,,,,,,,0.25030346996667696,0.35034176195212025,1.3314000798358303,-0.08886850624534955,0.4860072319613144,0.8694171422388522,0.0036320600557870767,0.25,0.35,1.4040000000000001,0.0,ASSIST,,,,,,,,,15197.0,0.0,5.0,0.13715617228663182,,0,"[-2.3106, -1.94274, -1.17637, -1.24988, -1.79717, -0.41817, 0.18746]","[-0.60999, 1.9295, 1.23237, 1.32594, -0.64529, -0.37153, 2.30325]",-0.2501581650740401,0.350374333636066,1.3395250120272366,0.1331316492793873,0.5419747834700662,0.8290620364809377,0.03457510244099293,-0.25,0.35,1.4040000000000001,0.0,0.13715617228663182,0.1453190657921906,sim,12493.0,0.0,2.0,,,"[0.25, 0.35, 1.4040000000000001]",,hey doc oc grab the blue cube,,,
0.4546,reach,,,,,,,,,,,,0.25030346996667696,0.35034176195212025,1.3314000798358303,-0.08886850624534955,0.4860072319613144,0.8694171422388522,0.0036320600557870767,0.25,0.35,1.4320000000000002,0.0,ASSIST,,,,,,,,,15198.0,0.0,5.0,0.13736252424984924,,0,"[-2.32104, -1.93995, -1.17817, -1.25292, -1.8258, -0.42206, 0.21182]","[-0.58637, 1.91648, 1.22409, 1.32944, -0.61724, -0.39413, 2.29795]",-0.2501581650740401,0.350374333636066,1.3395250120272366,0.1331316492793873,0.5419747834700662,0.8290620364809377,0.03457510244099293,-0.25,0.35,1.4320000000000002,0.0,0.13736252424984924,0.14559136294815628,sim,12494.0,0.0,2.0,,,"[0.25, 0.35, 1.4320000000000002]",,hey doc oc grab the blue cube,,,
0.5085,reach,,,,,,,,,,,,0.25065432266076443,0.3507120685810046,1.3390488961809086,-0.08806127768654778,0.48575974524907667,0.8696359898407308,0.003990794594734769,0.25,0.35,1.46,0.0,ASSIST,,,,,,,,,15199.0,0.0,5.0,0.13769670793242839,,0,"[-2.33527, -1.93573, -1.17981, -1.25637, -1.86133, -0.42804, 0.2417]","[-0.55467, 1.90033, 1.21541, 1.33217, -0.58106, -0.4219, 2.2905]",-0.2502997292187472,0.35081354809002746,1.3540012158503456,0.1328035330676265,0.5417159289650287,0.8292805105367568,0.03465413040616983,-0.25,0.35,1.46,0.0,0.13769670793242839,0.14594238787057418,sim,12495.0,0.0,2.0,,,"[0.25, 0.35, 1.46]",,hey doc oc grab the blue cube,,,
