t,phase,master_x,master_y,master_z,master_qx,master_qy,master_qz,master_qw,pointing_x,pointing_y,pointing_z,clutch,ee_x,ee_y,ee_z,ee_qx,ee_qy,ee_qz,ee_qw,cmd_x,cmd_y,cmd_z,gripper_rad,autonomy_state,intent_top,intent_top_p,intent_margin,intent_ambiguous,intent_dist,intent_ids,grasp_offered,channels_live,ik_success,ik_fail,ik_rejected,clearance_m,payload_kg,estop
0.0006,reach,,,,,,,,,,,,0.35709999840906526,0.09539999071267952,1.0653000054920523,,,,,0.3571,0.0954,1.0653,0.0,ASSIST,,,,,,,,,,,,,,0
0.0533,reach,,,,,,,,,,,,0.35709999840906526,0.09539999071267952,1.0653000054920523,,,,,0.3571,0.0954,1.0653,0.0,ASSIST,,,,,,,,,,,,,,0
0.1141,reach,,,,,,,,,,,,0.3571005887532174,0.09540001924431923,1.0653023784948938,,,,,0.3571,0.0954,1.0653,0.0,ASSIST,,,,,,,,,,,,,,0
0.166,reach,,,,,,,,,,,,0.35710000824369315,0.0953999882400019,1.0653000305116855,,,,,0.3571,0.0954,1.0653,0.0,ASSIST,,,,,,,,,,,,,,0
0.221,reach,,,,,,,,,,,,0.3571000042535952,0.09539998921397247,1.06530002035731,,,,,0.3571,0.0954,1.0653,0.0,ASSIST,,,,,,,,,,,,,,0
0.282,reach,,,,,,,,,,,,0.3571000042535952,0.09539998921397247,1.06530002035731,,,,,0.3571,0.0954,1.0653,0.0,ASSIST,,,,,,,,,,,,,,0
0.339,reach,,,,,,,,,,,,0.3571000035600608,0.09539998936506816,1.0653000186103947,,,,,0.3571,0.0954,1.1653,0.0,ASSIST,,,,,,,,,,,,,,0
0.3919,reach,,,,,,,,,,,,0.35709999839341533,0.09539999064616128,1.065300005422708,,,,,0.3571,0.0954,1.1402999999999999,0.0,ASSIST,,,,,,,,,,,,,,0
0.4481,reach,,,,,,,,,,,,0.35700173941285535,0.09709049549923715,1.0785805465714016,,,,,0.3571,0.0954,1.1153,0.0,ASSIST,,,,,,,,,,,,,,0
0.5072,reach,,,,,,,,,,,,0.35700173941285535,0.09709049549923715,1.0785805465714016,,,,,0.3571,0.0954,1.0903,0.0,ASSIST,,,,,,,,,,,,,,0
