participant,session,experiment,block,trial_index,condition,scenario,target_id,arm,completion_time_s,grasp_success,positioning_error_m,failed_attempts,path_length_m,straight_line_m,path_ratio,time_to_handover_s,intervention_count,correction_time_s,fitts_distance_m,fitts_width_m,fitts_id_bits,fitts_movement_time_s,assist_entered,assist_cancelled,assist_duration_s,intent_correct_at_handover,intent_switches,valid,invalid_reason,dropout_fraction,estop_events,nasa_tlx_mental,nasa_tlx_physical,nasa_tlx_temporal,nasa_tlx_performance,nasa_tlx_effort,nasa_tlx_frustration,nasa_tlx_raw,trust_scale,fatigue_borg,wall_clock
PILOT,20260805_040602,e5_intent_inference,0,0,spacing0.10_dist0,mid_single,tag_0,left,3.3558,1,0.0,0,0.38471,0.38471,1.0,1.1423,0,0.0,,,,,1,0,2.2135,1,0,1,,0.0,0,,,,,,,,,,2026-08-05T04:06:04
PILOT,20260805_040602,e5_intent_inference,0,1,spacing0.35_dist4,cluttered,tag_1,left,0.4084,1,0.0,0,0.01169,0.33181,0.0352,0.1621,1,0.0,,,,,1,1,0.2463,0,2,1,,0.0,0,,,,,,,,,,2026-08-05T04:06:08
PILOT,20260805_040602,e5_intent_inference,0,2,spacing0.35_dist1,near_pair,tag_0,left,0.5861,1,0.0,0,0.05068,0.2953,0.1716,,0,0.0,,,,,0,0,0.0,,0,1,,0.0,0,,,,,,,,,,2026-08-05T04:06:09
PILOT,20260805_040602,e5_intent_inference,0,3,spacing0.35_dist2,near_pair,tag_0,left,0.6591,1,0.0,0,0.06,0.2953,0.2032,0.2255,1,0.0,,,,,1,1,0.4337,1,1,1,,0.0,0,,,,,,,,,,2026-08-05T04:06:10
PILOT,20260805_040602,e5_intent_inference,0,4,spacing0.10_dist1,near_pair,tag_0,left,0.6545,1,0.0,0,0.06,0.2953,0.2032,0.2014,1,0.0,,,,,1,1,0.4531,1,1,1,,0.0,0,,,,,,,,,,2026-08-05T04:06:11
PILOT,20260805_040602,e5_intent_inference,0,5,spacing0.05_dist4,cluttered,tag_1,left,1.0558,1,0.0,0,0.10733,0.33181,0.3235,0.643,1,0.0,,,,,1,1,0.4128,1,3,1,,0.0,0,,,,,,,,,,2026-08-05T04:06:13
PILOT,20260805_040602,e5_intent_inference,0,6,spacing0.20_dist4,cluttered,tag_1,left,0.6545,1,0.0,0,0.06,0.33181,0.1808,0.0826,1,0.0,,,,,1,1,0.5718,1,2,1,,0.0,0,,,,,,,,,,2026-08-05T04:06:14
PILOT,20260805_040602,e5_intent_inference,0,7,spacing0.20_dist1,near_pair,tag_0,left,0.5949,1,0.0,0,0.05308,0.2953,0.1798,,0,0.0,,,,,0,0,0.0,,0,1,,0.0,0,,,,,,,,,,2026-08-05T04:06:15
