t,phase,master_x,master_y,master_z,master_qx,master_qy,master_qz,master_qw,pointing_x,pointing_y,pointing_z,clutch,ee_x,ee_y,ee_z,ee_qx,ee_qy,ee_qz,ee_qw,cmd_x,cmd_y,cmd_z,gripper_rad,autonomy_state,intent_top,intent_top_p,intent_margin,intent_ambiguous,intent_dist,intent_ids,grasp_offered,channels_live,ik_success,ik_fail,ik_rejected,clearance_m,payload_kg,estop
0.0025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.1114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.1317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.1731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.1934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.3019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.3222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.3429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.3634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.3837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.4244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.4448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.4651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.4854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.5061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.5264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.5468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.5873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.6082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.6285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.6501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.6704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.6907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.6197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.6399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.6603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.6807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.7011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.7214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.7417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.7823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.9041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.9245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.9448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.1085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
