t,phase,master_x,master_y,master_z,master_qx,master_qy,master_qz,master_qw,pointing_x,pointing_y,pointing_z,clutch,ee_x,ee_y,ee_z,ee_qx,ee_qy,ee_qz,ee_qw,cmd_x,cmd_y,cmd_z,gripper_rad,autonomy_state,intent_top,intent_top_p,intent_margin,intent_ambiguous,intent_dist,intent_ids,grasp_offered,channels_live,ik_success,ik_fail,ik_rejected,clearance_m,payload_kg,estop,joints_left,joints_right,ee_r_x,ee_r_y,ee_r_z,ee_r_qx,ee_r_qy,ee_r_qz,ee_r_qw,cmd_r_x,cmd_r_y,cmd_r_z,gripper_rad_right,clearance_left_m,clearance_right_m,clearance_source,ik_success_right,ik_fail_right,ik_rejected_right,vr_ctrl_left,vr_ctrl_right,autonomy_cmd,autonomy_blend,voice_utterance,voice_parse,master_joints,objects
0.0005,reach,,,,,,,,,,,,0.2911350259689687,0.41670261135371855,1.2769306760796322,-0.09174226932974718,0.4133371542438077,0.8984456036122758,0.11632390248625794,0.2392,0.4409,1.6229,0.0,ASSIST,,,,,,,,,10673.0,0.0,5.0,0.20299455512711284,,0,"[-2.47908, -1.81193, -0.78264, -0.75079, -1.39075, -0.84529, -0.51567]","[-0.46375, 1.9973, 1.56386, 0.80118, -0.31182, 0.34536, 1.69556]",-0.2624657627852782,0.42583084671793514,1.3298038754620394,0.1953648232942788,0.42743409774891133,0.8821174305888182,0.03164674631223313,-0.236,0.4387,1.6192,0.0,0.20299455512711284,0.19553791652150576,sim,9035.0,0.0,2.0,,,"[0.2392, 0.4409, 1.6229]",,,,,
0.0535,reach,,,,,,,,,,,,0.2911350259689687,0.41670261135371855,1.2769306760796322,-0.09174226932974718,0.4133371542438077,0.8984456036122758,0.11632390248625794,0.24208461538461537,0.44206153846153845,1.5946076923076924,0.0,ASSIST,,,,,,,,,10675.0,0.0,5.0,0.20369313691213395,,0,"[-2.48001, -1.81029, -0.78176, -0.74342, -1.3961, -0.84048, -0.51474]","[-0.46324, 1.99507, 1.56817, 0.79481, -0.30717, 0.34207, 1.69635]",-0.2624657627852782,0.42583084671793514,1.3298038754620394,0.1953648232942788,0.42743409774891133,0.8821174305888182,0.03164674631223313,-0.236,0.4387,1.6192,0.0,0.20369313691213395,0.1974989373663441,sim,9037.0,0.0,2.0,,,"[0.24208461538461537, 0.44206153846153845, 1.5946076923076924]",,,,,
0.1086,reach,,,,,,,,,,,,0.2962882014456948,0.4232888440245476,1.2779618206819097,-0.09340057772603348,0.4221296852422301,0.8932763781431681,0.12304541100407895,0.24496923076923077,0.44322307692307694,1.5663153846153846,0.0,ASSIST,,,,,,,,,10676.0,0.0,5.0,0.20785006787341356,,0,"[-2.52225, -1.8073, -0.80776, -0.71902, -1.43811, -0.79845, -0.4725]","[-0.42139, 1.98424, 1.5798, 0.76848, -0.28879, 0.30032, 1.70668]",-0.268643483468721,0.43180081598902265,1.3296997226511622,0.18797999642875357,0.4380859808212435,0.8784734196657278,0.03207250054699616,-0.236,0.4387,1.6192,0.0,0.20785006787341356,0.20159828192695042,sim,9038.0,0.0,2.0,,,"[0.24496923076923077, 0.44322307692307694, 1.5663153846153846]",,,,,
0.1622,reach,,,,,,,,,,,,0.2990547345117256,0.43339458982451295,1.2989973256994811,-0.0930427866689024,0.43073984925701475,0.8880746199792461,0.1308804472014323,0.24785384615384615,0.4443846153846154,1.538023076923077,0.0,ASSIST,,,,,,,,,10677.0,0.0,5.0,0.20785006787341356,,0,"[-2.55177, -1.80691, -0.83096, -0.71032, -1.46763, -0.76892, -0.44298]","[-0.39197, 1.97725, 1.5869, 0.75168, -0.27718, 0.27089, 1.71369]",-0.2716811053692483,0.44060165909105875,1.343971848716691,0.1811108456323292,0.451192777901484,0.8732099510462791,0.0335904771868411,-0.236,0.4387,1.6192,0.0,0.20785006787341356,0.20159828192695042,sim,9039.0,0.0,2.0,,,"[0.24785384615384615, 0.4443846153846154, 1.538023076923077]",,,,,
0.2189,reach,,,,,,,,,,,,0.2983977626655597,0.4409559781641309,1.3251339196796827,-0.09052268735862636,0.43763474939408675,0.8847706102269515,0.13214551250335851,0.2507384615384615,0.44554615384615387,1.5097307692307693,0.0,ASSIST,,,,,,,,,10678.0,0.0,5.0,0.21106218886941622,,0,"[-2.58678, -1.8069, -0.85679, -0.70504, -1.50263, -0.73392, -0.40798]","[-0.35655, 1.97004, 1.59633, 0.73335, -0.26395, 0.23548, 1.71906]",-0.2741241833254412,0.4485729072831025,1.3611242545771163,0.1735828998239269,0.4633961364878838,0.8683402483628951,0.03343965684460099,-0.236,0.4387,1.6192,0.0,0.21106218886941622,0.20540564481338328,sim,9040.0,0.0,2.0,,,"[0.2507384615384615, 0.44554615384615387, 1.5097307692307693]",,,,,
0.2717,reach,,,,,,,,,,,,0.2948609385462189,0.4456688893865294,1.3496142645071965,-0.09005988195722384,0.4435210751432833,0.8824748882953747,0.12812628572491677,0.2536230769230769,0.4467076923076923,1.4814384615384615,0.0,ASSIST,,,,,,,,,10679.0,0.0,5.0,0.21167438304988706,,0,"[-2.61276, -1.80694, -0.87552, -0.70386, -1.53311, -0.70539, -0.38167]","[-0.32724, 1.96443, 1.6033, 0.71925, -0.25386, 0.20616, 1.72358]",-0.27526315270984214,0.45498136367568576,1.3790162922795572,0.16712875502858912,0.47419822974429054,0.8637603257855155,0.033498026044451,-0.236,0.4387,1.6192,0.0,0.21167438304988706,0.2081649416646257,sim,9041.0,0.0,2.0,,,"[0.2536230769230769, 0.4467076923076923, 1.4814384615384615]",,,,,
0.3286,reach,,,,,,,,,,,,0.2948609385462189,0.4456688893865294,1.3496142645071965,-0.09005988195722384,0.4435210751432833,0.8824748882953747,0.12812628572491677,0.2565076923076923,0.4478692307692308,1.4531461538461539,0.0,ASSIST,,,,,,,,,10680.0,0.0,5.0,0.21062886432100358,,0,"[-2.63454, -1.8071, -0.89267, -0.70554, -1.56843, -0.67664, -0.36039]","[-0.29205, 1.95838, 1.61018, 0.70435, -0.24337, 0.17098, 1.72901]",-0.27526315270984214,0.45498136367568576,1.3790162922795572,0.16712875502858912,0.47419822974429054,0.8637603257855155,0.033498026044451,-0.236,0.4387,1.6192,0.0,0.21062886432100358,0.20985084874564147,sim,9042.0,0.0,2.0,,,"[0.2565076923076923, 0.4478692307692308, 1.4531461538461539]",,,,,
0.3831,reach,,,,,,,,,,,,0.29147000555181124,0.44843663496544794,1.365971321006437,-0.08779474812452782,0.4512698354992366,0.8802196120972744,0.11773297010424323,0.2593923076923077,0.44903076923076923,1.4248538461538462,0.0,ASSIST,,,,,,,,,10681.0,0.0,5.0,0.21062886432100358,,0,"[-2.64703, -1.80727, -0.90329, -0.70831, -1.59186, -0.65619, -0.351]","[-0.26844, 1.9546, 1.61425, 0.69514, -0.23695, 0.14736, 1.73262]",-0.27481047423032023,0.45973291196676447,1.3981173667767486,0.16204383947732134,0.48346511091360383,0.8595822329048363,0.033491274850038215,-0.236,0.4387,1.6192,0.0,0.21062886432100358,0.21024276317505242,sim,9043.0,0.0,2.0,,,"[0.2593923076923077, 0.44903076923076923, 1.4248538461538462]",,,,,
0.4392,reach,,,,,,,,,,,,0.28630371396026966,0.45011427258774195,1.3802216480304725,-0.08626210807843844,0.46005331068444955,0.8781183484486196,0.09908565060597828,0.2622769230769231,0.4501923076923077,1.3965615384615386,0.0,ASSIST,,,,,,,,,10682.0,0.0,5.0,0.2091800593714892,,0,"[-2.66655, -1.80773, -0.92047, -0.7151, -1.62993, -0.61618, -0.34532]","[-0.2263, 1.94846, 1.62041, 0.68041, -0.2268, 0.10522, 1.73885]",-0.2730537691197904,0.4630345160554009,1.4186121533749976,0.1579378910084503,0.4917019290507403,0.8556710168751461,0.03334586078416664,-0.236,0.4387,1.6192,0.0,0.2091800593714892,0.21024276317505242,sim,9044.0,0.0,2.0,,,"[0.2622769230769231, 0.4501923076923077, 1.3965615384615386]",,,,,
0.4923,reach,,,,,,,,,,,,0.27919845655191383,0.45068436890571084,1.3884537049629508,-0.08678413539261996,0.4686389619854081,0.876216174126854,0.07135301922058633,0.26516153846153845,0.45135384615384616,1.3682692307692308,0.0,ASSIST,,,,,,,,,10683.0,0.0,5.0,0.2071553759801117,,0,"[-2.67334, -1.80847, -0.92584, -0.71979, -1.64427, -0.58763, -0.36516]","[-0.19977, 1.94491, 1.62372, 0.67202, -0.22108, 0.07891, 1.74267]",-0.2704805485052708,0.46472455415515757,1.4380165380198358,0.1550119542433397,0.49823964780156355,0.8524293630752721,0.03305644214552894,-0.236,0.4387,1.6192,0.0,0.2071553759801117,0.20945283733856956,sim,9045.0,0.0,2.0,,,"[0.26516153846153845, 0.45135384615384616, 1.3682692307692308]",,,,,
