t,wall,sim_left_j1,sim_left_j2,sim_left_j3,sim_left_j4,sim_left_j5,sim_left_j6,sim_left_j7,real_left_j1,real_left_j2,real_left_j3,real_left_j4,real_left_j5,real_left_j6,real_left_j7,master_left_x,master_left_y,master_left_z,master_left_qx,master_left_qy,master_left_qz,master_left_qw,cmd_left_x,cmd_left_y,cmd_left_z,sim_left_fresh,real_left_fresh,master_left_fresh,sim_right_j1,sim_right_j2,sim_right_j3,sim_right_j4,sim_right_j5,sim_right_j6,sim_right_j7,real_right_j1,real_right_j2,real_right_j3,real_right_j4,real_right_j5,real_right_j6,real_right_j7,master_right_x,master_right_y,master_right_z,master_right_qx,master_right_qy,master_right_qz,master_right_qw,cmd_right_x,cmd_right_y,cmd_right_z,sim_right_fresh,real_right_fresh,master_right_fresh,vr_left_engaged,vr_left_grip,vr_left_refused,vr_left_disp_m,vr_left_lag_m,vr_left_cutoff_hz,vr_left_tracked,vr_left_fresh,vr_right_engaged,vr_right_grip,vr_right_refused,vr_right_disp_m,vr_right_lag_m,vr_right_cutoff_hz,vr_right_tracked,vr_right_fresh,estop,n_detections,autonomy_left,autonomy_right
0.8424,1788063452.0319,0.502486523867147,1.697799175411689,-2.382998384984332,-0.15445262461188486,-1.9538634312177197,1.375681316133688,-0.8189617590668172,1.7111999105185827,0.6352986759350563,2.336899355462503,-1.544021970459676,-0.33428317582005407,-0.514762407101416,-2.259110284234051,0.574942,0.388866,0.954917,-0.536164,0.781761,-0.176335,0.26511,,,,1,0,1,2.6582336836857166,-1.5914554537589627,-0.1011257791301936,-0.4818838110887051,2.345960290624434,0.9211586227726444,-2.3559790155274047,2.6625115450893677,-1.5912073260214818,-0.11382723341551275,-0.4811474551902178,2.358860847075732,0.9166327498041005,-2.3604097415657224,-0.421319,0.296585,0.820943,0.44586,0.861626,0.063599,0.234017,,,,1,0,1,0,0,,,,,0,0,0,0,,,,,0,0,0,0,,
0.8926,1788063452.0821,0.5026374582129213,1.697734786993355,-2.38553629169665,-0.1544160601111293,-1.9519285409891667,1.3758654429711705,-0.8190567507364207,1.7112003099927462,0.6352986759350563,2.336899355462503,-1.544021437827458,-0.33428317582005407,-0.514762407101416,-2.259110284234051,0.574505,0.388654,0.954646,-0.536043,0.782425,-0.175959,0.263644,,,,1,1,1,2.6581569994241527,-1.5914584999067827,-0.10073851220986538,-0.4818420213036922,2.3455337924816493,0.9212549038477724,-2.355917202089658,2.662755756961328,-1.5912600566110655,-0.1146554765145274,-0.4811788804910807,2.359824645074232,0.9163672992224469,-2.3606502250121566,-0.421319,0.296585,0.820943,0.44586,0.861626,0.063599,0.234017,,,,1,1,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,,
0.9477,1788063452.1372,0.5026902724558783,1.6977118328447596,-2.3862779745327085,-0.15440448302017937,-1.9504053963965018,1.3759298818083796,-0.8190905138652596,1.7112003099927462,0.6352986759350563,2.336899355462503,-1.544021437827458,-0.33428317582005407,-0.514762407101416,-2.259110284234051,0.574505,0.388654,0.954646,-0.536043,0.782425,-0.175959,0.263644,,,,1,0,0,2.6580915639871017,-1.5914512810611061,-0.10041931566263722,-0.48182990260389974,2.3451795086771345,0.9213267364229525,-2.3558509421952083,2.662755756961328,-1.5912600566110655,-0.1146554765145274,-0.4811788804910807,2.359824645074232,0.9163672992224469,-2.3606502250121566,-0.421318,0.296588,0.820944,0.445864,0.861625,0.063601,0.234015,,,,1,0,1,0,0,,,,,0,0,0,0,,,,,0,0,0,0,,
0.9916,1788063452.1811,0.5028324760285454,1.6976516407634759,-2.3883746085760547,-0.15437099706131016,-1.9469592620467566,1.3761030405801988,-0.8191801388636194,1.7112003099927462,0.6352982098818656,2.336899355462503,-1.544021437827458,-0.33428317582005407,-0.514762407101416,-2.259110284234051,0.574481,0.388648,0.954639,-0.536045,0.782448,-0.175936,0.263587,,,,1,1,1,2.65802491164065,-1.5914314804240624,-0.10008161779562164,-0.48184616590314117,2.3447897186282747,0.9213877271899374,-2.355767536942162,2.6629019645051737,-1.5913250377416635,-0.1153782584343749,-0.48125611216269304,2.3605551501612405,0.9161418626361716,-2.3608273252246468,-0.421316,0.296593,0.820945,0.445868,0.861623,0.063605,0.234013,,,,1,1,1,0,0,,,,,0,0,0,0,,,,,0,0,0,0,,
1.0444,1788063452.2339,0.5029101824178421,1.6976282300956291,-2.389529966359611,-0.1543339415443638,-1.9461488076988591,1.3761949806386695,-0.8192132953595198,1.7112003099927462,0.6352986759350563,2.336899355462503,-1.544021437827458,-0.33428317582005407,-0.514762407101416,-2.259110284234051,0.574671,0.388757,0.954779,-0.536121,0.782124,-0.176093,0.264287,,,,1,1,1,2.65802491164065,-1.5914314804240624,-0.10008161779562164,-0.48184616590314117,2.3447897186282747,0.9213877271899374,-2.355767536942162,2.6631962438056274,-1.5914081283676738,-0.11640357545405541,-0.48141749972475184,2.3613610227070985,0.9159182902626595,-2.361108022403541,-0.421315,0.296593,0.820948,0.445871,0.861622,0.063609,0.23401,,,,1,1,1,0,0,,,,,0,1,0,0,,,,,0,1,0,0,,
1.0938,1788063452.2832,0.5030663343217783,1.6975833450393796,-2.3918538718790314,-0.1542552067383751,-1.9447644521607124,1.3763791246209005,-0.8192763216004963,1.7112003099927462,0.6352986759350563,2.336899355462503,-1.544021437827458,-0.33428317582005407,-0.514762407101416,-2.259110284234051,0.574671,0.388757,0.954779,-0.536121,0.782124,-0.176093,0.264287,,,,1,0,1,2.6579956811946364,-1.5914364333413975,-0.09994821119969084,-0.4818212085410252,2.344648646228713,0.9214279830653239,-2.3557492825431745,2.6631962438056274,-1.5914081283676738,-0.11640357545405541,-0.48141749972475184,2.3613610227070985,0.9159182902626595,-2.361108022403541,-0.421315,0.296593,0.820948,0.445871,0.861622,0.063609,0.23401,,,,1,0,1,0,0,,,,,0,0,0,0,,,,,0,0,0,0,,
1.1531,1788063452.3425,0.5031818297844664,1.6975415620573582,-2.3934786605856333,-0.15421202206550658,-1.9426759704004901,1.3765165985411036,-0.8193367128154445,1.7111999105185827,0.6352986759350563,2.336899355462503,-1.544021437827458,-0.33428317582005407,-0.514762407101416,-2.259110284234051,0.574583,0.388711,0.95472,-0.536093,0.782263,-0.176021,0.263981,,,,1,1,1,2.657933716158024,-1.5914330398085152,-0.09965448711821343,-0.48180103533393914,2.3443257270987883,0.9214997828577924,-2.3556925448844055,2.663328869227913,-1.5915668527686426,-0.1170150372403376,-0.4814350765879464,2.362134404687658,0.9157812706245749,-2.361334391096198,-0.421315,0.296593,0.820948,0.445871,0.861622,0.063609,0.23401,,,,1,1,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,,
1.2029,1788063452.3926,0.5032671574412753,1.6975074356763433,-2.394660851039424,-0.1541858774180848,-1.9406751196177892,1.3766186865664065,-0.8193865455959894,1.7111999105185827,0.6352986759350563,2.336899355462503,-1.544021437827458,-0.33428317582005407,-0.514762407101416,-2.259110284234051,0.574558,0.388698,0.954703,-0.536086,0.782302,-0.176,0.263894,,,,1,0,1,2.657857633262678,-1.5914239368078025,-0.09928243152809202,-0.48178804143729903,2.343909292194586,0.9215825547464117,-2.3556154387441897,2.663328869227913,-1.5915668527686426,-0.1170150372403376,-0.4814350765879464,2.362134404687658,0.9157812706245749,-2.361334391096198,-0.421315,0.296593,0.820948,0.445871,0.861622,0.063609,0.23401,,,,1,0,1,0,0,,,,,0,0,0,0,,,,,0,0,0,0,,
1.2419,1788063452.4313,0.5034298774090258,1.6974455178473,-2.3974768257683614,-0.15413837344755713,-1.9381804871691637,1.3768169653412257,-0.8194785307353839,1.7112003099927462,0.6352982098818656,2.336899355462503,-1.544021437827458,-0.33428317582005407,-0.514762407101416,-2.259110284234051,0.574558,0.388698,0.954703,-0.536086,0.782302,-0.176,0.263894,,,,1,1,1,2.6578262286190792,-1.5914232799704053,-0.09913229499916526,-0.4817754235949142,2.34374411771478,0.9216199640885676,-2.3555875292652257,2.6634886588933178,-1.591615322300482,-0.11752902733072289,-0.481456381876667,2.3625956641884596,0.9156461817782806,-2.361447575442526,-0.421315,0.296594,0.820946,0.44587,0.861622,0.063608,0.234011,,,,1,1,1,0,0,,,,,0,0,0,0,,,,,0,0,0,0,,
1.2927,1788063452.4822,0.5035379629212446,1.6974043893960096,-2.39934731575911,-0.15410681929315379,-1.9365234463662757,1.3769486705230463,-0.8195396311709691,1.7112003099927462,0.6352982098818656,2.336899355462503,-1.544021437827458,-0.33428317582005407,-0.514762407101416,-2.259110284234051,0.574556,0.388725,0.954738,-0.536122,0.782248,-0.175988,0.263989,,,,1,0,1,2.65776747892049,-1.5914143480074792,-0.098851700339571,-0.4817698717802537,2.343431646659855,0.9216827994544574,-2.355526402280157,2.6634886588933178,-1.591615322300482,-0.11752902733072289,-0.481456381876667,2.3625956641884596,0.9156461817782806,-2.361447575442526,-0.421315,0.296595,0.820946,0.445871,0.861622,0.063609,0.23401,,,,1,0,1,0,0,,,,,0,0,0,0,,,,,0,0,0,0,,
1.3413,1788063452.5308,0.5035905896172288,1.6973907251949103,-2.4000958273725495,-0.15407827684281636,-1.9358104394855595,1.3770100720884593,-0.8195585033237068,1.7112003099927462,0.6352982098818656,2.336899355462503,-1.544021437827458,-0.33428317582005407,-0.514762407101416,-2.259110284234051,0.574556,0.388725,0.954738,-0.536122,0.782248,-0.175988,0.263989,,,,1,1,0,2.65771711732188,-1.5914104258962678,-0.09860876257012478,-0.4817551559323293,2.343163824054794,0.9217407503243975,-2.3554788055159173,2.6635512431789348,-1.5917058697775448,-0.1177777665765363,-0.4814952640285821,2.3629000635010553,0.915548244029193,-2.3615455797706413,-0.421315,0.296596,0.820946,0.445871,0.861622,0.063609,0.23401,,,,1,1,1,0,0,,,,,0,0,0,0,,,,,0,0,0,0,,
