t,wall,sim_left_j1,sim_left_j2,sim_left_j3,sim_left_j4,sim_left_j5,sim_left_j6,sim_left_j7,real_left_j1,real_left_j2,real_left_j3,real_left_j4,real_left_j5,real_left_j6,real_left_j7,master_left_x,master_left_y,master_left_z,master_left_qx,master_left_qy,master_left_qz,master_left_qw,cmd_left_x,cmd_left_y,cmd_left_z,ee_left_x,ee_left_y,ee_left_z,ee_left_qx,ee_left_qy,ee_left_qz,ee_left_qw,cascade_left,sim_left_fresh,real_left_fresh,master_left_fresh,ee_left_fresh,sim_right_j1,sim_right_j2,sim_right_j3,sim_right_j4,sim_right_j5,sim_right_j6,sim_right_j7,real_right_j1,real_right_j2,real_right_j3,real_right_j4,real_right_j5,real_right_j6,real_right_j7,master_right_x,master_right_y,master_right_z,master_right_qx,master_right_qy,master_right_qz,master_right_qw,cmd_right_x,cmd_right_y,cmd_right_z,ee_right_x,ee_right_y,ee_right_z,ee_right_qx,ee_right_qy,ee_right_qz,ee_right_qw,cascade_right,sim_right_fresh,real_right_fresh,master_right_fresh,ee_right_fresh,vr_left_engaged,vr_left_grip,vr_left_refused,vr_left_disp_m,vr_left_lag_m,vr_left_cutoff_hz,vr_left_tracked,vr_left_fresh,vr_right_engaged,vr_right_grip,vr_right_refused,vr_right_disp_m,vr_right_lag_m,vr_right_cutoff_hz,vr_right_tracked,vr_right_fresh,pred_left_top,pred_left_p,pred_left_ambiguous,pred_left_dist_m,pred_right_top,pred_right_p,pred_right_ambiguous,pred_right_dist_m,input_mode,vr_node_up,master_node_up,trial_id,trial_phase,goal_truth,target_id,target_w_m,target_d_m,estop,n_detections,autonomy_left,autonomy_right
4.4036,1788066323.1209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
4.4535,1788066323.1708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
4.5036,1788066323.2209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
4.5536,1788066323.2709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
4.6036,1788066323.3209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
4.6535,1788066323.3708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
4.7035,1788066323.4208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
4.7536,1788066323.4709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
4.8036,1788066323.5209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
4.8536,1788066323.5709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
4.9037,1788066323.621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
4.9537,1788066323.6709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
5.0035,1788066323.7208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
5.0538,1788066323.7711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
5.1037,1788066323.8209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
5.1537,1788066323.871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
5.2036,1788066323.9209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
5.2536,1788066323.9708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
5.3035,1788066324.0208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
5.3537,1788066324.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
5.4036,1788066324.1208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
5.4535,1788066324.1708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
5.5036,1788066324.2209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
5.5537,1788066324.271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
5.6035,1788066324.3208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
5.6536,1788066324.3708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
5.7036,1788066324.4209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
5.7537,1788066324.471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
5.8043,1788066324.5216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
5.8536,1788066324.5709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
5.9036,1788066324.6208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
5.9535,1788066324.6708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
6.0036,1788066324.7209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
6.0535,1788066324.7708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
6.1035,1788066324.8208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
6.1544,1788066324.8717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
6.2036,1788066324.9209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
6.2535,1788066324.9708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
6.3035,1788066325.0208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
6.3535,1788066325.0708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
