t,wall,sim_left_j1,sim_left_j2,sim_left_j3,sim_left_j4,sim_left_j5,sim_left_j6,sim_left_j7,real_left_j1,real_left_j2,real_left_j3,real_left_j4,real_left_j5,real_left_j6,real_left_j7,master_left_x,master_left_y,master_left_z,master_left_qx,master_left_qy,master_left_qz,master_left_qw,cmd_left_x,cmd_left_y,cmd_left_z,ee_left_x,ee_left_y,ee_left_z,ee_left_qx,ee_left_qy,ee_left_qz,ee_left_qw,cascade_left,sim_left_fresh,real_left_fresh,master_left_fresh,ee_left_fresh,sim_right_j1,sim_right_j2,sim_right_j3,sim_right_j4,sim_right_j5,sim_right_j6,sim_right_j7,real_right_j1,real_right_j2,real_right_j3,real_right_j4,real_right_j5,real_right_j6,real_right_j7,master_right_x,master_right_y,master_right_z,master_right_qx,master_right_qy,master_right_qz,master_right_qw,cmd_right_x,cmd_right_y,cmd_right_z,ee_right_x,ee_right_y,ee_right_z,ee_right_qx,ee_right_qy,ee_right_qz,ee_right_qw,cascade_right,sim_right_fresh,real_right_fresh,master_right_fresh,ee_right_fresh,vr_left_engaged,vr_left_grip,vr_left_refused,vr_left_disp_m,vr_left_lag_m,vr_left_cutoff_hz,vr_left_tracked,vr_left_fresh,vr_right_engaged,vr_right_grip,vr_right_refused,vr_right_disp_m,vr_right_lag_m,vr_right_cutoff_hz,vr_right_tracked,vr_right_fresh,pred_left_top,pred_left_p,pred_left_ambiguous,pred_left_dist_m,pred_right_top,pred_right_p,pred_right_ambiguous,pred_right_dist_m,input_mode,vr_node_up,master_node_up,trial_id,trial_phase,goal_truth,target_id,target_w_m,target_d_m,estop,n_detections,autonomy_left,autonomy_right
0.6035,1788066319.3208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
0.6535,1788066319.3708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
0.7039,1788066319.4211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
0.7536,1788066319.4708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
0.8036,1788066319.5209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
0.8536,1788066319.5709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
0.9035,1788066319.6208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
0.9536,1788066319.6708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
1.0036,1788066319.7209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
1.0535,1788066319.7708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
1.1036,1788066319.8208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
1.1535,1788066319.8707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
1.2036,1788066319.9209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
1.2536,1788066319.9709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
1.3035,1788066320.0208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
1.3535,1788066320.0708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
1.4035,1788066320.1208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
1.4535,1788066320.1708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
1.5036,1788066320.2209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
1.5535,1788066320.2708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
1.6035,1788066320.3208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
1.6536,1788066320.3709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
1.7035,1788066320.4208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
1.7535,1788066320.4708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
1.8035,1788066320.5208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
1.8536,1788066320.5709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
1.9035,1788066320.6208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
1.9536,1788066320.6709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
2.0035,1788066320.7208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
2.0535,1788066320.7708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
2.1037,1788066320.8209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
2.1535,1788066320.8708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
2.204,1788066320.9213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
2.2537,1788066320.971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
2.3036,1788066321.0209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
2.3535,1788066321.0708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
2.4036,1788066321.1208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
2.4535,1788066321.1708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
2.5036,1788066321.2209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
2.5538,1788066321.2711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
2.604,1788066321.3212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
2.6535,1788066321.3708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
2.7036,1788066321.4209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
2.7536,1788066321.4709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
2.8037,1788066321.5209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
2.8537,1788066321.571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
2.9037,1788066321.6209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
2.9545,1788066321.6718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
3.0037,1788066321.721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
3.0537,1788066321.771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
3.1035,1788066321.8208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
3.1535,1788066321.8708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
3.2035,1788066321.9208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
3.2537,1788066321.971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
3.3038,1788066322.0211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
3.3536,1788066322.0709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
3.4036,1788066322.1209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
3.4536,1788066322.1709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
3.5037,1788066322.221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
3.5536,1788066322.2708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
3.6035,1788066322.3208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
3.6535,1788066322.3707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
3.7039,1788066322.4211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
3.7537,1788066322.471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
3.8037,1788066322.521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
3.8535,1788066322.5708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
3.9037,1788066322.621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
3.9535,1788066322.6708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
4.0038,1788066322.7211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
4.0535,1788066322.7708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
4.1039,1788066322.8211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
4.1536,1788066322.8709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
4.204,1788066322.9213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
4.2537,1788066322.971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
4.3037,1788066323.0209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
4.3535,1788066323.0708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,none,0,0,,,,,,,,0,,
